epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.9518778920173645,0.40649446845054626,0.14607174694538116,1e-04,0.6278135776519775,0.970359742641449,0.9295850396156311,0.9905142188072205,0.9670972228050232,0.48754435777664185,0.08987501263618469,0.7270505428314209,0.979793131351471,0.9502047300338745,0.9928836822509766
1,0.9686341881752014,0.5349470376968384,0.08466307818889618,1e-04,0.7370386123657227,0.9772977232933044,0.9568920135498047,0.9922676086425781,0.974423348903656,0.5833920240402222,0.07724958658218384,0.8135193586349487,0.9800596237182617,0.965660035610199,0.9931755661964417
2,0.9753112196922302,0.5970180034637451,0.06879983097314835,1e-04,0.7257999777793884,0.9798435568809509,0.9677448868751526,0.9931743741035461,0.9733638763427734,0.6229689121246338,0.07789888978004456,0.8083592057228088,0.9766904711723328,0.9679728746414185,0.9921083450317383
3,0.9787133932113647,0.6450274586677551,0.05857725813984871,1e-04,0.743191123008728,0.9813780784606934,0.9730488657951355,0.9937081933021545,0.9798322319984436,0.6536673903465271,0.060767337679862976,0.8025104999542236,0.982248067855835,0.9741735458374023,0.9939479231834412
4,0.9818296432495117,0.6761674880981445,0.04963644966483116,1e-04,0.7364927530288696,0.9833073616027832,0.9769543409347534,0.9943594336509705,0.9809198975563049,0.6995029449462891,0.05958663299679756,0.7816318273544312,0.9814988374710083,0.9771447777748108,0.9937764406204224
5,0.9829168319702148,0.6931763291358948,0.0467948243021965,1e-04,0.7620906829833984,0.9839032888412476,0.9784215688705444,0.9945597052574158,0.9823111891746521,0.7036600112915039,0.06155308708548546,0.7847702503204346,0.982699990272522,0.9785742163658142,0.994174063205719
6,0.9841949939727783,0.7103385925292969,0.04331779107451439,1e-04,0.7832654118537903,0.9847939014434814,0.9798948764801025,0.9948652386665344,0.9821448922157288,0.6910942792892456,0.05291520431637764,0.794823169708252,0.9828511476516724,0.9778695106506348,0.9942006468772888
7,0.9853885173797607,0.7261146903038025,0.03980390354990959,1e-04,0.7719521522521973,0.9854332804679871,0.9814983606338501,0.9950889945030212,0.9833208322525024,0.7224799990653992,0.05006248503923416,0.8169965744018555,0.9834337830543518,0.9798474311828613,0.9944238662719727
8,0.9858872890472412,0.7361847162246704,0.03884202986955643,1e-04,0.7980207204818726,0.98589688539505,0.9820855855941772,0.9952507019042969,0.9810279011726379,0.7069029808044434,0.06297919154167175,0.7753317356109619,0.9819902777671814,0.9768428802490234,0.9939380884170532
9,0.9868017435073853,0.743867039680481,0.03593611717224121,1e-04,0.7971288561820984,0.986543595790863,0.9832113981246948,0.9954559803009033,0.9806661605834961,0.7192414402961731,0.05374442785978317,0.7734048366546631,0.9809805154800415,0.9768519997596741,0.9936316609382629
10,0.988974392414093,0.7659263014793396,0.030199484899640083,2e-05,0.8214147090911865,0.988045871257782,0.9857202768325806,0.9959771633148193,0.9855712056159973,0.7463216781616211,0.046023428440093994,0.8285305500030518,0.9852813482284546,0.9823585152626038,0.9950496554374695
11,0.9899877905845642,0.7754634618759155,0.027306390926241875,2e-05,0.8407949209213257,0.9889817833900452,0.9869542717933655,0.9962901473045349,0.9857926964759827,0.7500819563865662,0.046899933367967606,0.8514589071273804,0.9854617714881897,0.9826628565788269,0.9951077699661255
12,0.9902164936065674,0.7797335982322693,0.026538601145148277,2e-05,0.8470893502235413,0.989163875579834,0.9872363209724426,0.9963504076004028,0.9859758019447327,0.7530730366706848,0.04771115630865097,0.8572403788566589,0.9855251908302307,0.9829962253570557,0.9951308369636536
13,0.9906546473503113,0.7895110845565796,0.025676045566797256,4e-06,0.845741331577301,0.9894999861717224,0.9875842332839966,0.9964579939842224,0.9860925078392029,0.7559077143669128,0.04742903262376785,0.8530483245849609,0.9856383204460144,0.9831752181053162,0.9951691627502441
14,0.9907698035240173,0.7923797965049744,0.025261420756578445,4e-06,0.8498131036758423,0.9895333051681519,0.9878052473068237,0.9964735507965088,0.9861488342285156,0.7579441666603088,0.04889935627579689,0.8629618287086487,0.9856388568878174,0.9833201766014099,0.9951742887496948
15,0.9910780191421509,0.7880286574363708,0.02451452985405922,1e-06,0.853201150894165,0.9897892475128174,0.9881528615951538,0.9965619444847107,0.986135721206665,0.7594426870346069,0.04955149441957474,0.8645228147506714,0.9855768084526062,0.9833580851554871,0.9951562881469727
16,0.9908524751663208,0.7890543937683105,0.025117510929703712,1e-06,0.8570125102996826,0.9896085858345032,0.9878852367401123,0.9964978098869324,0.9861366152763367,0.758393406867981,0.04927201196551323,0.8624425530433655,0.9856150150299072,0.9833115935325623,0.9951699376106262
17,0.9908739328384399,0.7904844880104065,0.02513550966978073,1e-06,0.8544087409973145,0.9896110892295837,0.9879022836685181,0.996498167514801,0.9861468076705933,0.7582895755767822,0.048986706882715225,0.8602726459503174,0.9856217503547668,0.9833046197891235,0.9951701760292053
18,0.990929365158081,0.790684700012207,0.024942342191934586,1e-06,0.8534014225006104,0.9896801114082336,0.9879938364028931,0.9965230822563171,0.9861829280853271,0.7585142850875854,0.04936274513602257,0.8626568913459778,0.9856655597686768,0.9833361506462097,0.9951852560043335
19,0.990740954875946,0.7906115651130676,0.025298072025179863,1e-06,0.8554667234420776,0.989506185054779,0.9877485036849976,0.9964649081230164,0.9862414002418518,0.7596235871315002,0.04953111335635185,0.8649604320526123,0.9857044816017151,0.9834514260292053,0.9951968789100647
20,0.9909700155258179,0.7892168164253235,0.024762922897934914,1e-06,0.8565831184387207,0.9897015690803528,0.9880770444869995,0.9965380430221558,0.9861197471618652,0.7591790556907654,0.04926101118326187,0.8636314868927002,0.9855807423591614,0.983323872089386,0.9951561093330383
21,0.9907301664352417,0.7843767404556274,0.025487512350082397,1e-06,0.8566619157791138,0.9895061254501343,0.9877409934997559,0.9964621663093567,0.9861318469047546,0.7583726644515991,0.04923394322395325,0.8630996942520142,0.9856297969818115,0.9832909107208252,0.9951744079589844
22,0.9912564754486084,0.7941197156906128,0.02412642166018486,1e-06,0.856691300868988,0.989957869052887,0.9883240461349487,0.9966152310371399,0.986175000667572,0.7598908543586731,0.04960758611559868,0.86565101146698,0.9856283664703369,0.9833889603614807,0.9951732158660889
23,0.9910004734992981,0.7951927185058594,0.024850087240338326,1e-06,0.8586021661758423,0.9897112846374512,0.9880619645118713,0.9965290427207947,0.9862000346183777,0.7594146132469177,0.04946437105536461,0.8648109436035156,0.9856657981872559,0.9833834767341614,0.9951863884925842
24,0.9908994436264038,0.7926873564720154,0.024942010641098022,1e-06,0.8585268259048462,0.9896292090415955,0.9879145622253418,0.9965055584907532,0.9862176775932312,0.7588720917701721,0.04905097186565399,0.8657076358795166,0.9857038259506226,0.9833971858024597,0.9951974749565125
25,0.991196870803833,0.797132134437561,0.02421802468597889,1e-06,0.8592560887336731,0.9898863434791565,0.9882581830024719,0.996590793132782,0.9861566424369812,0.7601749897003174,0.049765802919864655,0.8670909404754639,0.9856170415878296,0.9833727478981018,0.9951691627502441
26,0.9910250902175903,0.7888442277908325,0.02468603476881981,1e-06,0.8585652112960815,0.9897873401641846,0.9881107211112976,0.9965553283691406,0.9861093759536743,0.7595527768135071,0.04922015964984894,0.8647092580795288,0.9855726957321167,0.983313262462616,0.9951543211936951
27,0.9910180568695068,0.7888208627700806,0.02472100220620632,1e-06,0.8595681190490723,0.9897211194038391,0.9880648255348206,0.9965348839759827,0.9861540794372559,0.7607677578926086,0.04942163825035095,0.8674124479293823,0.9855861067771912,0.9834058284759521,0.9951589703559875
28,0.9912534952163696,0.7937051653862,0.02400955557823181,1e-06,0.858417272567749,0.9899364709854126,0.9883682131767273,0.9966076016426086,0.9862203598022461,0.761252760887146,0.04990129545331001,0.8673208951950073,0.9856482148170471,0.9834715723991394,0.9951803684234619
29,0.9911972284317017,0.7960555553436279,0.024285441264510155,1e-06,0.8607925176620483,0.9899003505706787,0.988294243812561,0.9965963363647461,0.9862293004989624,0.7607646584510803,0.04971984401345253,0.8675086498260498,0.9856798648834229,0.9834690690040588,0.9951916337013245
