epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.951984167098999,0.3873019516468048,0.15357595682144165,1e-04,0.6633262038230896,0.969963014125824,0.9273605346679688,0.9902360439300537,0.9606085419654846,0.4336767792701721,0.11340492963790894,0.4916031062602997,0.9757373929023743,0.9432688355445862,0.9916175007820129
1,0.96477210521698,0.5011220574378967,0.09972336143255234,1e-04,0.6835461854934692,0.9754683971405029,0.9509584903717041,0.9916689395904541,0.9695528745651245,0.5635964870452881,0.09290634840726852,0.7614104151725769,0.9736725091934204,0.9632881283760071,0.9911362528800964
2,0.9722524285316467,0.5921190977096558,0.07757744938135147,1e-04,0.7412378787994385,0.9775075912475586,0.9641622304916382,0.992394745349884,0.9756097197532654,0.6331990957260132,0.07626189291477203,0.7576480507850647,0.9783452749252319,0.9694507718086243,0.9927127957344055
3,0.9761670827865601,0.6266297101974487,0.06711350381374359,1e-04,0.7695175409317017,0.9797656536102295,0.9695978164672852,0.9931554198265076,0.9785517454147339,0.666225790977478,0.06881475448608398,0.788382351398468,0.9800764918327332,0.9742171168327332,0.9933051466941833
4,0.9808246493339539,0.6758937835693359,0.053779490292072296,1e-04,0.782818078994751,0.9825182557106018,0.975786566734314,0.9940967559814453,0.9781336784362793,0.6766035556793213,0.07267783582210541,0.8464770317077637,0.9786162376403809,0.9752482175827026,0.9928476214408875
5,0.9818697571754456,0.6943937540054321,0.05083274841308594,1e-04,0.7887879610061646,0.9830101728439331,0.977140486240387,0.9942746758460999,0.983289361000061,0.7154305577278137,0.052369505167007446,0.8290866613388062,0.983764111995697,0.9792802333831787,0.994526743888855
6,0.9819468259811401,0.7018387913703918,0.051171768456697464,1e-04,0.7984534502029419,0.9828876256942749,0.9774963855743408,0.9942325353622437,0.9814654588699341,0.7219181060791016,0.0641971230506897,0.8152786493301392,0.9813335537910461,0.9785686135292053,0.9937589764595032
7,0.9845749735832214,0.7179485559463501,0.04302817955613136,1e-04,0.8101035356521606,0.9848116040229797,0.9808126091957092,0.9948952794075012,0.9832277297973633,0.7123318314552307,0.05240844562649727,0.8002961874008179,0.9841265082359314,0.9786961674690247,0.9946563839912415
8,0.9882178902626038,0.7505275011062622,0.032757434993982315,2e-05,0.8292491436004639,0.9876399636268616,0.9848487973213196,0.995836615562439,0.9856458902359009,0.7441538572311401,0.047169238328933716,0.8406616449356079,0.9854265451431274,0.9823963642120361,0.995093584060669
9,0.9884540438652039,0.7604683041572571,0.0314364992082119,2e-05,0.8407102823257446,0.9876409769058228,0.9852321743965149,0.9958412647247314,0.9857341051101685,0.7479221820831299,0.04864869639277458,0.8452184200286865,0.9851766228675842,0.9826781153678894,0.9950311183929443
10,0.9894036054611206,0.7703983783721924,0.029031893238425255,2e-05,0.8477754592895508,0.9884909987449646,0.9863352179527283,0.9961229562759399,0.9854639172554016,0.7512451410293579,0.0477355532348156,0.8478795886039734,0.9849401712417603,0.9824462532997131,0.9949544072151184
11,0.9895039796829224,0.7692446112632751,0.02887893095612526,4e-06,0.8543829321861267,0.9884963631629944,0.9863449335098267,0.9961280226707458,0.9863097071647644,0.7516257762908936,0.04704940691590309,0.857262372970581,0.9858546257019043,0.9831801056861877,0.9952451586723328
12,0.9904420375823975,0.7804771661758423,0.026318592950701714,4e-06,0.8576494455337524,0.9893531799316406,0.9874755144119263,0.9964112639427185,0.986229658126831,0.7537018060684204,0.04796747863292694,0.8633420467376709,0.985710620880127,0.9832103848457336,0.9952030181884766
