epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.9716090559959412,0.30642035603523254,0.11297443509101868,1e-04,0.6641939878463745,0.973268449306488,0.9626702666282654,0.9934317469596863,0.9798220992088318,0.36032211780548096,0.0686887875199318,0.7899752855300903,0.9857730269432068,0.9733858704566956,0.9951261281967163
1,0.9780949950218201,0.35486942529678345,0.071929931640625,1e-04,0.6817922592163086,0.9859116673469543,0.9701581001281738,0.995157778263092,0.9815106391906738,0.3785102069377899,0.058119677007198334,0.7139363288879395,0.9897564649581909,0.9715535044670105,0.9963936805725098
2,0.9832149744033813,0.4095710515975952,0.052581872791051865,1e-04,0.7183749079704285,0.9882267713546753,0.9769586324691772,0.9959491491317749,0.9852809906005859,0.4328402876853943,0.04635844752192497,0.6616777777671814,0.9880611896514893,0.9813345074653625,0.9959394931793213
3,0.9841765761375427,0.434352844953537,0.04946788027882576,1e-04,0.723517119884491,0.9880470633506775,0.9793542623519897,0.9959368705749512,0.9861196875572205,0.455173522233963,0.041974905878305435,0.6960548162460327,0.9887413382530212,0.9824810028076172,0.9961817860603333
4,0.9859732389450073,0.4648393392562866,0.04297075793147087,1e-04,0.7300834059715271,0.9887130260467529,0.9820581674575806,0.9961568117141724,0.9865769743919373,0.47400858998298645,0.04584508389234543,0.7846845388412476,0.9886137247085571,0.9834352731704712,0.9961397051811218
5,0.9868834018707275,0.4910297393798828,0.03946159407496452,1e-04,0.7379835247993469,0.9891234040260315,0.9834848642349243,0.9963052868843079,0.9864332675933838,0.5141451954841614,0.04279649257659912,0.7708056569099426,0.9886018633842468,0.983488917350769,0.9961801171302795
6,0.989386796951294,0.5303758978843689,0.03142021968960762,2e-05,0.7590630054473877,0.990790069103241,0.986418604850769,0.9968625903129578,0.9898046851158142,0.5293941497802734,0.030814681202173233,0.7512898445129395,0.9909286499023438,0.9872410297393799,0.9969339370727539
7,0.9901505708694458,0.5319312810897827,0.02951655164361,2e-05,0.76282799243927,0.9911951422691345,0.9875590801239014,0.9970088601112366,0.9899808168411255,0.5363436937332153,0.030085911974310875,0.7829668521881104,0.9908344745635986,0.9875933527946472,0.9969097375869751
8,0.9897766709327698,0.5277361869812012,0.03036307916045189,2e-05,0.7747105956077576,0.9908542037010193,0.9872201085090637,0.9969010949134827,0.9892994165420532,0.5112171769142151,0.03189080208539963,0.7889252305030823,0.9914107918739319,0.9857676029205322,0.9970707893371582
9,0.9902136921882629,0.5468011498451233,0.028601868078112602,2e-05,0.7743918299674988,0.9911382794380188,0.9876899123191833,0.9969871044158936,0.9901080131530762,0.5402451157569885,0.02959451824426651,0.7751001119613647,0.9911245107650757,0.9877334237098694,0.9970038533210754
10,0.9899922013282776,0.5355402231216431,0.029611356556415558,2e-05,0.7842488288879395,0.990970253944397,0.9874392747879028,0.9969388842582703,0.9903321266174316,0.5473602414131165,0.029098035767674446,0.7742559909820557,0.9909507036209106,0.9881033301353455,0.9969555139541626
11,0.9904636740684509,0.5579622983932495,0.02779560722410679,2e-05,0.7768447399139404,0.9912146925926208,0.9879945516586304,0.9970186352729797,0.9905100464820862,0.555080235004425,0.02852972410619259,0.7761533260345459,0.9909801483154297,0.9885280132293701,0.9969662427902222
12,0.9906951785087585,0.549679696559906,0.027364686131477356,2e-05,0.7727057933807373,0.9914404153823853,0.9883125424385071,0.9971041083335876,0.9909312129020691,0.5618809461593628,0.027493402361869812,0.7797068357467651,0.9916011691093445,0.988613486289978,0.997162938117981
13,0.9909054636955261,0.5616252422332764,0.02662360668182373,2e-05,0.7791540622711182,0.9915342330932617,0.9885482788085938,0.9971292614936829,0.9902578592300415,0.5383886694908142,0.02881637029349804,0.7870423793792725,0.9914840459823608,0.9874023199081421,0.9971194267272949
14,0.9916619062423706,0.57477205991745,0.02394673228263855,2e-05,0.7769098281860352,0.9920740723609924,0.989579439163208,0.997315526008606,0.9908776879310608,0.5752683877944946,0.02784029021859169,0.7893617153167725,0.991378903388977,0.9889078736305237,0.997100830078125
15,0.9916353821754456,0.5817499756813049,0.024107256904244423,4e-06,0.7813858985900879,0.9919288754463196,0.9895212054252625,0.9972695708274841,0.9911093711853027,0.5682657957077026,0.02654699981212616,0.7827256321907043,0.9915424585342407,0.9889791011810303,0.9971551299095154
16,0.9911702871322632,0.5759705305099487,0.02543405443429947,4e-06,0.7875691652297974,0.9916827082633972,0.9888667464256287,0.997179388999939,0.991385817527771,0.5763943791389465,0.025995416566729546,0.7935578227043152,0.9918108582496643,0.9892773032188416,0.9972436428070068
17,0.991834282875061,0.5879768133163452,0.023414192721247673,4e-06,0.7946904897689819,0.9921807646751404,0.9897334575653076,0.9973559379577637,0.9913629293441772,0.5894460082054138,0.026242300868034363,0.7983933687210083,0.9916782379150391,0.9894241094589233,0.9972015619277954
18,0.9917205572128296,0.5728380680084229,0.024120287969708443,4e-06,0.7947653532028198,0.9921213388442993,0.9896596670150757,0.9973342418670654,0.9914522171020508,0.5695516467094421,0.025735696777701378,0.7888321280479431,0.991943895816803,0.9892427921295166,0.9972794651985168
19,0.9917879700660706,0.5747690200805664,0.023652998730540276,4e-06,0.7978866100311279,0.9922254681587219,0.989628791809082,0.9973667860031128,0.9914512634277344,0.5754504203796387,0.025749769061803818,0.8006422519683838,0.9920012354850769,0.9891982078552246,0.9973009824752808
20,0.991645097732544,0.5806711912155151,0.02409549430012703,4e-06,0.7991052269935608,0.992077648639679,0.9894577860832214,0.9973150491714478,0.991478681564331,0.5725474953651428,0.02562713250517845,0.7920377254486084,0.9919105768203735,0.9893448352813721,0.997272789478302
21,0.9919668436050415,0.5880568027496338,0.0231222752481699,4e-06,0.8026422262191772,0.9923043847084045,0.9897943735122681,0.9973917603492737,0.9914007782936096,0.5832746624946594,0.025849131867289543,0.7912128567695618,0.9917668104171753,0.9893313646316528,0.9972290396690369
22,0.9918084144592285,0.5781005620956421,0.023984413594007492,4e-06,0.7900390028953552,0.9921668767929077,0.9897002577781677,0.9973489046096802,0.9914542436599731,0.5745419859886169,0.025520790368318558,0.7878899574279785,0.991851270198822,0.9893690347671509,0.9972580075263977
