epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.9645386338233948,0.34561002254486084,0.12215615808963776,1e-04,0.6447334289550781,0.9696191549301147,0.9501753449440002,0.9928935766220093,0.9769663214683533,0.3943192660808563,0.07295882701873779,0.7659469842910767,0.9851113557815552,0.9668916463851929,0.9948172569274902
1,0.9787784814834595,0.43289080262184143,0.0647716373205185,1e-04,0.7212070226669312,0.985419511795044,0.9702459573745728,0.9949345588684082,0.9794195890426636,0.4503564238548279,0.06169027090072632,0.6413068771362305,0.9852193593978882,0.9717456102371216,0.9949695467948914
2,0.980815052986145,0.4584523141384125,0.06107727438211441,1e-04,0.7444814443588257,0.9857416152954102,0.9738202095031738,0.9950892329216003,0.9806757569313049,0.45479345321655273,0.062149155884981155,0.7751808762550354,0.9841660857200623,0.9758583307266235,0.9946191906929016
3,0.9840186238288879,0.5197364091873169,0.04796535149216652,1e-04,0.7598429918289185,0.9868014454841614,0.9791362881660461,0.9954968690872192,0.9842150807380676,0.5385696887969971,0.05349007248878479,0.8141645789146423,0.9852823615074158,0.9817125797271729,0.9950340986251831
4,0.9859124422073364,0.5631435513496399,0.042264174669981,1e-04,0.7724910974502563,0.9874793291091919,0.9823160767555237,0.9957586526870728,0.9862810373306274,0.5907494425773621,0.04026566445827484,0.769987940788269,0.9868874549865723,0.9835956692695618,0.995603621006012
5,0.9870822429656982,0.5878226161003113,0.03906865790486336,1e-04,0.7700386047363281,0.9881347417831421,0.9838550686836243,0.9959744811058044,0.9858274459838867,0.5853501558303833,0.042061589658260345,0.7861071228981018,0.9869428277015686,0.9829636216163635,0.995608389377594
6,0.9884346723556519,0.6154662370681763,0.03453477472066879,1e-04,0.7796933054924011,0.9890132546424866,0.9855226874351501,0.9962844848632812,0.9874830842018127,0.6079145669937134,0.038074392825365067,0.7907077074050903,0.9883873462677002,0.9843143224716187,0.9960929751396179
7,0.989447832107544,0.6337440609931946,0.03152156248688698,1e-04,0.7843334078788757,0.9898070096969604,0.9867466688156128,0.9965521693229675,0.9867284297943115,0.5955510139465332,0.0388418473303318,0.7905135750770569,0.9882479906082153,0.9832075834274292,0.9960170388221741
8,0.989441990852356,0.6398285031318665,0.03152148798108101,1e-04,0.7858986854553223,0.9896951913833618,0.9867823719978333,0.9965196251869202,0.9874300956726074,0.6169335246086121,0.041583508253097534,0.8322269320487976,0.9879220128059387,0.9853689670562744,0.9959464073181152
9,0.9911543726921082,0.6710497140884399,0.026037154719233513,2e-05,0.8019198179244995,0.9909080862998962,0.9887133836746216,0.9969314932823181,0.9910935759544373,0.6624299883842468,0.026449406519532204,0.8079911470413208,0.9908344149589539,0.9888427257537842,0.9969124794006348
10,0.9916499853134155,0.673931360244751,0.02384764887392521,2e-05,0.7995632886886597,0.9913389682769775,0.9893438220024109,0.997075617313385,0.9909704923629761,0.6614415049552917,0.026941556483507156,0.799777090549469,0.9906179308891296,0.9889075756072998,0.9968449473381042
11,0.9919406771659851,0.6737490892410278,0.02338632196187973,2e-05,0.80681973695755,0.9915860295295715,0.9897148013114929,0.9971635341644287,0.9911721348762512,0.6694791316986084,0.026679696515202522,0.8216313123703003,0.9907411932945251,0.9892114996910095,0.9968860745429993
12,0.9922501444816589,0.6795580983161926,0.022534877061843872,4e-06,0.8175510764122009,0.9918347001075745,0.9900141358375549,0.9972419142723083,0.991493284702301,0.6700860857963562,0.025296062231063843,0.8213862180709839,0.9911549091339111,0.9893242716789246,0.9970206618309021
13,0.9922082424163818,0.6854745745658875,0.02253151312470436,4e-06,0.8153377771377563,0.991804838180542,0.9899565577507019,0.9972322583198547,0.9915816783905029,0.67041015625,0.025081858038902283,0.8173947930335999,0.991187572479248,0.9894279837608337,0.997033953666687
14,0.9920005798339844,0.683683454990387,0.023078318685293198,4e-06,0.8182908296585083,0.9916483163833618,0.9896840453147888,0.9971795082092285,0.9915872812271118,0.6704062223434448,0.025080235674977303,0.8174086809158325,0.9912218451499939,0.9894012212753296,0.9970444440841675
15,0.9923148155212402,0.6912922859191895,0.022153537720441818,4e-06,0.8115713000297546,0.9917995929718018,0.9900937080383301,0.9972333908081055,0.9915902614593506,0.6723156571388245,0.025051891803741455,0.823778510093689,0.9911802411079407,0.989478588104248,0.997032105922699
16,0.992427408695221,0.6886190176010132,0.021825626492500305,1e-06,0.8188191652297974,0.9919486045837402,0.9902242422103882,0.9972846508026123,0.9916208982467651,0.673379123210907,0.02517174743115902,0.8267251253128052,0.9911773204803467,0.98960280418396,0.9970307350158691
17,0.9924537539482117,0.6861467957496643,0.02157668210566044,1e-06,0.8204734325408936,0.9919741153717041,0.9902425408363342,0.9972924590110779,0.9916473627090454,0.6749796867370605,0.025063950568437576,0.8260399699211121,0.9911786317825317,0.9896295070648193,0.9970307946205139
18,0.9926767945289612,0.6846420764923096,0.020996572449803352,1e-06,0.8233896493911743,0.9921826124191284,0.9905250668525696,0.9973647594451904,0.991665244102478,0.6751031875610352,0.025033051148056984,0.8263543844223022,0.9912149310112,0.9896434545516968,0.9970426559448242
19,0.9925164580345154,0.6900365948677063,0.021895289421081543,1e-06,0.8173255324363708,0.9919893145561218,0.9903446435928345,0.9972971677780151,0.9916942119598389,0.6737439632415771,0.024939222261309624,0.8248662948608398,0.9912717342376709,0.9896200895309448,0.9970598220825195
20,0.9926172494888306,0.6857761740684509,0.021272098645567894,1e-06,0.8208888173103333,0.9921456575393677,0.9904444813728333,0.997349739074707,0.9917184114456177,0.6735011339187622,0.0248375553637743,0.8208503723144531,0.9912578463554382,0.9896483421325684,0.9970552921295166
21,0.9926877021789551,0.6886534690856934,0.021140603348612785,1e-06,0.8176892399787903,0.9921982884407043,0.990484356880188,0.9973633289337158,0.9917277693748474,0.6753280162811279,0.024827107787132263,0.8229266405105591,0.9912641048431396,0.989691436290741,0.997059166431427
22,0.9925968050956726,0.6870014667510986,0.021406397223472595,1e-06,0.8155587911605835,0.9920197129249573,0.9904704093933105,0.9973101019859314,0.9917387366294861,0.674847424030304,0.024779198691248894,0.8216710090637207,0.9912827014923096,0.9896778464317322,0.9970656037330627
23,0.9923852682113647,0.6926800608634949,0.021852033212780952,1e-06,0.8140311241149902,0.9919067621231079,0.9901952147483826,0.9972696304321289,0.9917498826980591,0.6763523817062378,0.024806728586554527,0.8207855224609375,0.9912624359130859,0.9897287487983704,0.9970566630363464
24,0.9924485683441162,0.6864995956420898,0.021801838651299477,1e-06,0.8146534562110901,0.9919862151145935,0.9902864098548889,0.9972981810569763,0.991754412651062,0.6746300458908081,0.024683786556124687,0.8204566240310669,0.9913098216056824,0.9896774291992188,0.9970744252204895
25,0.9925214052200317,0.6823582053184509,0.021618235856294632,1e-06,0.8142731785774231,0.9919987320899963,0.9903908371925354,0.9973008036613464,0.9917418956756592,0.6755224466323853,0.024804793298244476,0.8208434581756592,0.9912621974945068,0.9897152185440063,0.9970601797103882
26,0.9927323460578918,0.6984497308731079,0.020887738093733788,1e-06,0.8161555528640747,0.9921779632568359,0.9905392527580261,0.9973543882369995,0.9917378425598145,0.6758871674537659,0.02485436573624611,0.8240169286727905,0.9912704229354858,0.9897229075431824,0.9970611929893494
27,0.9927452802658081,0.6868467330932617,0.02075641043484211,1e-06,0.8222473859786987,0.9922494888305664,0.9905689358711243,0.997381865978241,0.9917683005332947,0.6780079007148743,0.024785682559013367,0.8269607424736023,0.9912835955619812,0.9897724390029907,0.9970691204071045
28,0.9925365447998047,0.6927226781845093,0.02155517041683197,1e-06,0.819353461265564,0.9920210242271423,0.9903283715248108,0.9973078966140747,0.9917591214179993,0.6757934093475342,0.024624984711408615,0.822697639465332,0.9913052916526794,0.9897021651268005,0.9970749020576477
29,0.9924832582473755,0.6915872097015381,0.02147975191473961,1e-06,0.8207870721817017,0.9919633269309998,0.9902467131614685,0.9972892999649048,0.991783857345581,0.6756386160850525,0.02460266463458538,0.826950192451477,0.9913597702980042,0.9897065758705139,0.9970897436141968
30,0.9928056001663208,0.6948642134666443,0.020654337480664253,1e-06,0.8218256235122681,0.9922100305557251,0.9906828999519348,0.9973722696304321,0.9918027520179749,0.6771149635314941,0.02459084987640381,0.8265734314918518,0.9913195371627808,0.9897696375846863,0.9970798492431641
31,0.9926374554634094,0.6941545605659485,0.020925864577293396,1e-06,0.8236266374588013,0.9921222925186157,0.9904690980911255,0.9973405003547668,0.9918048977851868,0.6766809821128845,0.024586785584688187,0.8257826566696167,0.9913405179977417,0.989747941493988,0.9970831871032715
32,0.992639422416687,0.686456024646759,0.021273009479045868,1e-06,0.8238207101821899,0.9921120405197144,0.9904231429100037,0.9973374605178833,0.991809070110321,0.676636278629303,0.024616749957203865,0.8270488977432251,0.9913522005081177,0.9897658824920654,0.9970894455909729
33,0.9922107458114624,0.6794503331184387,0.022678788751363754,1e-06,0.8178865909576416,0.9917351007461548,0.9900379180908203,0.9972101449966431,0.9918147921562195,0.6754538416862488,0.024498555809259415,0.8223426342010498,0.9913603067398071,0.9897397756576538,0.9970918893814087
34,0.9925621747970581,0.6916366219520569,0.021288735792040825,1e-06,0.8197218775749207,0.9920434355735779,0.9903498291969299,0.9973131418228149,0.9918295741081238,0.6768358945846558,0.024570368230342865,0.8276786208152771,0.9913503527641296,0.9898011088371277,0.997089147567749
35,0.9924299120903015,0.6782766580581665,0.021882198750972748,1e-06,0.8220860958099365,0.9919188618659973,0.9902804493904114,0.9972763061523438,0.9918347597122192,0.6759756803512573,0.02446874976158142,0.8238228559494019,0.9913761019706726,0.9897750020027161,0.9970975518226624
36,0.9921888113021851,0.6842406392097473,0.02230660989880562,1e-06,0.8170500993728638,0.9917093515396118,0.9899480938911438,0.9972041845321655,0.9918339252471924,0.6764749884605408,0.024448037147521973,0.825512170791626,0.9913904070854187,0.9897708892822266,0.9971041083335876
37,0.992527425289154,0.6857827305793762,0.021431390196084976,1e-06,0.8225080966949463,0.992002010345459,0.990368127822876,0.9973025321960449,0.9918416738510132,0.6780360341072083,0.024532461538910866,0.8272881507873535,0.9913449287414551,0.9898505210876465,0.9970880746841431
38,0.9925392270088196,0.6919274926185608,0.021149173378944397,1e-06,0.8257265090942383,0.9920713901519775,0.9903879165649414,0.9973224997520447,0.991850733757019,0.6775057315826416,0.02442558854818344,0.826086699962616,0.991378903388977,0.9898040294647217,0.9970992207527161
39,0.9928249716758728,0.6999180912971497,0.02038576640188694,1e-06,0.826363205909729,0.992263674736023,0.9906167984008789,0.9973882436752319,0.9918429851531982,0.6803034543991089,0.024561285972595215,0.8308271765708923,0.991339921951294,0.9898681640625,0.9970886707305908
40,0.9926210045814514,0.6912902593612671,0.021063948050141335,1e-06,0.82734614610672,0.9920825958251953,0.9904456734657288,0.9973289370536804,0.991845965385437,0.6779701113700867,0.024533908814191818,0.8326143026351929,0.9913662672042847,0.9898154735565186,0.9970950484275818
41,0.9927593469619751,0.6909571886062622,0.02059442549943924,1e-06,0.8265098929405212,0.9922431707382202,0.9905673861503601,0.9973822236061096,0.9918557405471802,0.6780086755752563,0.024533014744520187,0.833786129951477,0.9913817048072815,0.989834725856781,0.9970974326133728
42,0.992617666721344,0.6963090300559998,0.021002113819122314,1e-06,0.8260329961776733,0.9920841455459595,0.9904810190200806,0.9973294138908386,0.991852879524231,0.6797814965248108,0.024525608867406845,0.8285521268844604,0.991339921951294,0.9898583292961121,0.9970842003822327
43,0.9929190874099731,0.7014731168746948,0.020260164514183998,1e-06,0.8262425661087036,0.9923523664474487,0.9907935857772827,0.9974194169044495,0.9918687343597412,0.6800912618637085,0.0245295912027359,0.8316783308982849,0.9913737773895264,0.9898908734321594,0.9970975518226624
44,0.9927392601966858,0.6955634355545044,0.020695727318525314,1e-06,0.8280765414237976,0.9921784400939941,0.9905748963356018,0.9973598122596741,0.9918879270553589,0.6800437569618225,0.024486331269145012,0.8313777446746826,0.9913911819458008,0.9898946285247803,0.9971021413803101
